Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others
Disney's Winnie the Pooh's Rumbly Tumbly Adventure;PS2;2005;Platform;60;50;0;20
Disney's Winnie the Pooh's Rumbly Tumbly Adventure;GBA;2005;Platform;90;30;0;0
Disney's Winnie the Pooh's Rumbly Tumbly Adventure;GC;2005;Platform;50;10;0;0
Disruptor;PS;1995;Shooter;70;50;0;10
Dissidia 012: Duodecim Final Fantasy;PSP;2011;Fighting;210;130;460;80
Dissidia: Final Fantasy;PSP;2008;Fighting;510;510;910;320
Dissidia: Final Fantasy Universal Tuning;PSP;2009;Fighting;0;0;60;0
Diva Girls: Divas on Ice;Wii;2009;Sports;70;10;0;10
Diva Girls: Divas on Ice;DS;2009;Sports;50;0;0;0
Divinity II: Ego Draconis;X360;2009;Role-Playing;180;40;0;20
Divinity II: Ego Draconis;PC;2009;Role-Playing;10;50;0;10
Divinity II: Flames of Vengeance;PC;2010;Role-Playing;0;20;0;10
Divinity II: The Dragon Knight Saga;X360;2010;Role-Playing;110;20;0;10
Divinity: Original Sin;PC;2014;Role-Playing;0;20;0;0
Divinity: Original Sin;XOne;2015;Role-Playing;40;20;0;10
Divinity: Original Sin;PS4;2015;Role-Playing;90;120;20;40
DmC: Devil May Cry;PS3;2013;Action;240;280;190;120
DmC: Devil May Cry;XOne;2015;Action;80;40;0;10
DmC: Devil May Cry;PS4;2015;Action;120;130;0;50
DmC: Devil May Cry;X360;2013;Action;260;130;10;40
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!;DS;2010;Action;0;0;40;0
DoDonPachi Dai-Oujou: Black Label Extra;X360;2009;Shooter;0;0;20;0
DoDonPachi Daifukkatsu: Black Label;X360;2011;Shooter;0;0;10;0
DoDonPachi Resurrection;X360;2010;Shooter;0;50;0;10
DoDonPachi Saidaioujou;X360;2013;Shooter;0;0;10;0
Doctor Lautrec and the Forgotten Knights;3DS;2011;Adventure;70;50;30;10
Doctor Who: Evacuation Earth;DS;2010;Adventure;0;140;0;20
Doctor Who: Return to Earth;Wii;2010;Adventure;0;160;0;20
Dodge Racing: Charger vs Challenger;DS;2009;Racing;30;0;0;0
Dodge Racing: Charger vs Challenger;Wii;2009;Racing;110;0;0;10
Dog's Life;PS2;2003;Adventure;210;160;0;50
Dogz;DS;2006;Simulation;510;20;0;40
Dogz;GBA;2004;Simulation;450;170;0;10
Dokapon Journey;DS;2008;Role-Playing;50;0;0;0
Dokapon Kingdom;Wii;2008;Role-Playing;120;0;0;10
Dokapon Kingdom;PS2;2007;Role-Playing;50;40;20;10
Doki Doki! PreCure Narikiri Life!;3DS;2013;Action;0;0;40;0
Doki Majo Plus;DS;2009;Adventure;0;0;20;0
Doki Oki;PS;1995;Adventure;0;0;20;0
Doki-Doki Universe;PSV;2013;Adventure;10;40;0;10
DokiDoki Majo Shinpan!;DS;2007;Adventure;0;0;50;0
DokiDoki Majo Shinpan! 2;DS;2008;Adventure;0;0;30;0
Doko Demo Issho;PSP;2004;Misc;0;0;100;0
Doko Demo Issho: Let's Gakkou!;PSP;2006;Misc;0;0;40;0
Doko Demo Issyo;PS;1999;Misc;0;0;1000;70
DokuSui: DokiDoki Suikoden;PSP;2011;Role-Playing;0;0;10;0
Dokuro;PSV;2012;Action;0;0;10;0
Dollar Dash;PS2;2005;Action;1300;230;0;70
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!;3DS;2014;Adventure;0;0;40;0
Dolphin;2600;1983;Action;270;20;0;0
Domino Rally;Wii;2007;Action;50;0;0;0
Don Bradman Cricket 14;XOne;2015;Sports;0;40;0;0
Don Bradman Cricket 14;PS3;2014;Sports;0;20;0;0
Don Bradman Cricket 14;PS4;2015;Sports;10;90;0;20
Don Bradman Cricket 14;X360;2014;Sports;0;10;0;0
Don King Boxing;Wii;2009;Sports;140;100;0;30
Don King Boxing;DS;2009;Sports;60;10;0;10
Don King Presents: Prizefighter;X360;2008;Sports;140;80;0;20
Donkey Kong;NES;1983;Platform;230;50;840;10
Donkey Kong;GB;1994;Platform;1570;620;550;340
Donkey Kong;2600;1981;Platform;1360;80;0;20
Donkey Kong 64;N64;1999;Platform;3330;790;1090;60
Donkey Kong Barrel Blast;Wii;2007;Racing;200;260;110;60
Donkey Kong Classics;NES;1988;Platform;590;140;810;20
Donkey Kong Country;GB;2000;Platform;1040;720;300;130
Donkey Kong Country;SNES;1994;Platform;4360;1710;3000;230
Donkey Kong Country;GBA;2003;Platform;1200;480;290;70
Donkey Kong Country 2;GBA;2004;Platform;790;270;120;40
Donkey Kong Country 2: Diddy's Kong Quest;SNES;1995;Platform;2100;740;2200;110
Donkey Kong Country 3;GBA;2005;Platform;450;170;140;10
Donkey Kong Country 3: Dixie Kong's Double Trouble!;SNES;1996;Platform;1170;500;1750;80
Donkey Kong Country Returns;3DS;2013;Platform;730;620;400;120
Donkey Kong Country Returns;Wii;2010;Platform;3250;1840;1030;470
Donkey Kong Country: Tropical Freeze;WiiU;2014;Platform;730;520;150;120
Donkey Kong GB: Dinky Kong & Dixie Kong;GB;2000;Platform;0;0;280;0
Donkey Kong Jr.;NES;1983;Platform;330;70;700;10
Donkey Kong Jungle Beat;Wii;2008;Platform;0;10;0;0
Donkey Kong Jungle Beat;GC;2004;Platform;840;220;240;40
Donkey Kong Jungle Climber;DS;2007;Platform;260;40;240;30
Donkey Kong Junior;2600;1981;Platform;900;50;0;10
Donkey Kong Land;GB;1994;Platform;1970;760;1070;110
Donkey Kong Land II;GB;1996;Platform;1390;480;400;80
Donkey Konga;GC;2003;Misc;500;160;460;30
Donkey Konga 2;GC;2004;Misc;300;80;0;10
Dood's Big Adventure;Wii;2010;Platform;220;10;0;20
Doodle Hex;DS;2008;Puzzle;0;30;0;0
Doom;PS;1994;Shooter;430;300;0;50
Doom;GBA;2001;Shooter;100;40;0;0
Doom;PC;1992;Shooter;20;0;0;0
Doom (2016);XOne;2016;Shooter;390;230;0;60
Doom (2016);PC;2016;Shooter;60;100;0;10
Doom (2016);PS4;2016;Shooter;490;660;20;220
Doom 3;PC;2004;Shooter;50;40;0;10
Doom 3;XB;2005;Shooter;850;430;0;60
Doom 3 BFG Edition;PS3;2012;Shooter;260;220;0;100
Doom 3 BFG Edition;PC;2012;Shooter;0;20;0;10
Doom 3 BFG Edition;X360;2012;Shooter;280;170;0;40
Doom 3: Resurrection of Evil;XB;2005;Shooter;530;150;0;30
Doom 64;N64;1997;Shooter;380;80;0;10
Doom II: Hell on Earth;PC;1994;Shooter;2050;1400;0;160
Doom II: Hell on Earth;GBA;2002;Shooter;30;10;0;0
Dora & Kai-Lan's Pet Shelter;DS;2011;Strategy;80;10;0;10
Dora The Explorer: Dora Saves the Snow Princess;PS2;2008;Platform;190;150;0;50
Dora The Explorer: Dora Saves the Snow Princess;Wii;2008;Platform;500;30;0;40
Dora The Explorer: Dora Saves the Snow Princess;DS;2008;Platform;270;160;0;40
Dora the Explorer: Dora Puppy;DS;2009;Misc;390;10;0;30
Dora the Explorer: Dora Saves the Crystal Kingdom;PS2;2009;Misc;50;40;0;10
Dora the Explorer: Dora Saves the Crystal Kingdom;Wii;2009;Misc;240;10;0;20
Dora the Explorer: Dora Saves the Mermaids;PS2;2008;Platform;60;50;0;20
Dora the Explorer: Dora Saves the Mermaids;DS;2007;Platform;970;10;0;80
Dora the Explorer: Game Boy Advance Video Volume 1;GBA;2004;Misc;180;70;0;0
Dora the Explorer: Journey to the Purple Planet;GC;2005;Adventure;90;20;0;0
Dora the Explorer: Journey to the Purple Planet;PS2;2005;Adventure;120;90;0;30
Dora the Explorer: Super Spies;GBA;2004;Platform;440;160;0;10
Dora the Explorer: Super Star Adventures;GBA;2004;Adventure;170;60;0;0
Dora the Explorer: The Search for Pirate Pig's Treasure;GBA;2002;Adventure;190;70;0;0
Dora's Big Birthday Adventure;PS2;2010;Misc;20;10;0;0
Dora's Big Birthday Adventure;Wii;2010;Misc;100;10;0;10
Dora's Big Birthday Adventure;DS;2010;Misc;80;10;0;10
Dora's Cooking Club;DS;2010;Misc;80;10;0;10
DoraMoji: Nobita no Kanji Daisakusen;3DS;2015;Misc;0;0;30;0
Dorabase 2: Nettou Ultra Stadium;DS;2009;Sports;0;0;120;0
Dorabase DS: Dramatic Stadium;DS;2007;Sports;0;0;210;0
Doraemon;NES;1986;Action;0;0;1150;0
Doraemon 2: Nobita no Toizurando Daibouken;SNES;1993;Role-Playing;0;0;50;0
Doraemon 3: Nobi Dai no Machi SOS!;N64;2000;Platform;0;0;90;60
Doraemon 4: Nobita to Toki no Okoku;SNES;1995;Platform;0;0;60;0
Doraemon Wii: Himitsu Douguou Ketteisen!;Wii;2007;Misc;0;0;10;0
Doraemon: Nobita and the Island of Miracles;3DS;2012;Action;0;0;80;0
Doraemon: Nobita no Kyouryuu 2006 DS;DS;2006;Role-Playing;0;0;50;0
Doraemon: Nobita no Shin Makai Daibouken DS;DS;2007;Role-Playing;0;0;70;0
Doraemon: Nobita no Uchuu Eiyuuki;3DS;2015;Action;0;0;60;0
Doraemon: Nobita to Himitsu Dougu Hakubutsukan;3DS;2013;Action;0;0;70;0
Doraemon: Nobita to Midori no Kyojinden DS;DS;2008;Platform;0;0;90;0
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta;3DS;2014;Action;0;0;40;0
Doraemon: Shin Nobita no Nihon Tanjou;3DS;2016;Misc;0;0;40;0
Doshin the Giant;GC;2002;Simulation;0;0;140;0
Double Dragon;2600;1989;Action;450;20;0;10
Double Dragon Advance;GBA;2003;Action;30;10;0;0
Double Pack: Finding Nemo / The Incredibles;XB;2006;Action;310;90;0;10
Double Sequence: The Q-Virus Invasion;DS;2008;Puzzle;10;0;0;0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem;DS;2007;Racing;30;0;0;0
Doubutsu no Mori;N64;2001;Simulation;0;0;260;50
Doukoku Shoshite...;SAT;1998;Adventure;0;0;110;0
Doukyuusei;TG16;1995;Adventure;0;0;140;0
Doukyuusei 2;SAT;1997;Role-Playing;0;0;130;0
Doukyuusei if;SAT;1996;Role-Playing;0;0;260;0
Downforce;PS2;2002;Racing;30;20;0;10
Downhill Domination;PS2;2003;Racing;230;180;0;60
Downstream Panic!;PSP;2008;Action;30;0;0;0
Downtown Nekketsu Jidaigek;3DS;2015;Action;0;0;20;0
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special;PS3;2015;Action;0;0;20;0
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land;3DS;2015;Action;0;0;50;0
Dr. Mario;GB;1989;Puzzle;2180;960;2000;200
Dr. Mario;NES;1990;Puzzle;2620;600;1520;100
Dr. Mario / Puzzle League;GBA;2005;Puzzle;120;40;160;10
Dr. Mario 64;N64;2001;Puzzle;340;70;0;0
Dr. Muto;XB;2002;Platform;40;10;0;0
Dr. Muto;GC;2002;Platform;20;10;0;0
Dr. Muto;PS2;2002;Platform;80;60;0;20
Dr. Seuss' The Cat in the Hat;XB;2003;Misc;80;20;0;0
Dr. Seuss' The Cat in the Hat;PS2;2003;Misc;270;210;0;70
Dr. Seuss: Green Eggs and Ham;GBA;2003;Action;40;10;0;0
Dr. Seuss: How the Grinch Stole Christmas;DS;2007;Action;290;0;0;20
Dr. Slump & Arale-Chan;DS;2008;Adventure;0;0;10;0
Draglade;DS;2007;Fighting;90;0;0;10
Draglade (JP sales);DS;2007;Fighting;0;0;40;0
Dragon Age II;PC;2011;Action;230;330;0;90
Dragon Age II;PS3;2011;Action;400;270;50;120
Dragon Age II;X360;2011;Action;720;300;10;90
Dragon Age Origins: Awakening;PS3;2010;Role-Playing;240;0;0;20
Dragon Age Origins: Awakening;X360;2010;Role-Playing;330;100;0;40
Dragon Age Origins: Awakening;PC;2010;Role-Playing;10;100;0;20
Dragon Age: Inquisition;PS4;2014;Role-Playing;720;860;80;320
Dragon Age: Inquisition;XOne;2014;Role-Playing;550;280;0;70
Dragon Age: Inquisition;PS3;2014;Role-Playing;260;230;50;100
Dragon Age: Inquisition;X360;2014;Role-Playing;350;160;0;50
Dragon Age: Inquisition;PC;2014;Role-Playing;320;340;0;70
Dragon Age: Origins;PC;2009;Role-Playing;0;460;0;60
Dragon Age: Origins;X360;2009;Role-Playing;1760;560;30;220
Dragon Age: Origins;PS3;2009;Role-Playing;960;440;80;220
Dragon Age: Origins - Ultimate Edition;PC;2010;Role-Playing;0;120;0;20
Dragon Ball GT: Final Bout;PS;1997;Fighting;20;20;220;20
Dragon Ball GT: Game Boy Advance Video Volume 1;GBA;2004;Misc;120;50;0;0
Dragon Ball GT: Transformation;GBA;2005;Action;200;80;0;10
Dragon Ball Heroes: Ultimate Mission;3DS;2013;Misc;0;0;290;0
Dragon Ball Heroes: Ultimate Mission 2;3DS;2014;Strategy;0;0;310;0
Dragon Ball Kai: Ultimate Butouden;DS;2011;Fighting;0;0;90;0
Dragon Ball Z;SNES;1993;Fighting;0;0;1450;0
Dragon Ball Z Hyper Dimension;SNES;1995;Fighting;0;0;210;0
Dragon Ball Z Super Gokuden: Kakusei-Hen;SNES;1995;Role-Playing;0;0;110;0
Dragon Ball Z for Kinect;X360;2012;Fighting;10;0;0;0
Dragon Ball Z: Attack of the Saiyans;DS;2009;Role-Playing;130;20;210;10
Dragon Ball Z: Battle of Z;PSV;2014;Fighting;0;40;60;20
Dragon Ball Z: Battle of Z;PS3;2014;Fighting;100;110;60;50
Dragon Ball Z: Battle of Z;X360;2014;Fighting;10;60;0;10
Dragon Ball Z: Budokai;GC;2003;Fighting;530;140;0;20
Dragon Ball Z: Budokai;PS2;2002;Fighting;2170;280;550;80
Dragon Ball Z: Budokai 2;GC;2004;Fighting;210;60;0;10
Dragon Ball Z: Budokai 2;PS2;2003;Fighting;1630;220;510;60
Dragon Ball Z: Budokai 3;PS2;2004;Fighting;1090;150;650;40
Dragon Ball Z: Budokai Tenkaichi;PS2;2005;Fighting;960;120;540;40
Dragon Ball Z: Budokai Tenkaichi 2;PS2;2006;Fighting;660;20;0;110
Dragon Ball Z: Budokai Tenkaichi 2;Wii;2006;Fighting;240;30;0;20
Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;1150;0;760;1090
Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007;Fighting;330;370;260;90
Dragon Ball Z: Burst Limit;X360;2008;Fighting;240;180;30;50
Dragon Ball Z: Burst Limit;PS3;2008;Fighting;220;340;180;120
Dragon Ball Z: Buu's Fury;GBA;2004;Action;440;160;0;10
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation;GBA;2006;Action;10;10;0;0
Dragon Ball Z: Chou Saiya Densetsu;SNES;1992;Role-Playing;0;0;580;0
Dragon Ball Z: Collectible Card Game;GBA;2002;Misc;330;120;0;10
Dragon Ball Z: Extreme Butoden;3DS;2015;Fighting;120;30;160;20
Dragon Ball Z: Harukanaru Densetsu;DS;2007;Role-Playing;190;0;0;20
Dragon Ball Z: Harukanaru Densetsu (JP sales);DS;2007;Role-Playing;0;0;150;0
Dragon Ball Z: Idainaru Dragon Ball Densetsu;SAT;1995;Fighting;0;0;150;0
Dragon Ball Z: Idainaru Dragon Ball Densetsu;PS;1996;Fighting;0;0;180;10
Dragon Ball Z: Infinite World;PS2;2008;Fighting;80;60;210;20
Dragon Ball Z: La Legende Saien;SNES;1993;Fighting;0;0;1200;0
Dragon Ball Z: Sagas;XB;2005;Fighting;180;50;0;10
Dragon Ball Z: Sagas;GC;2005;Fighting;160;40;0;10
Dragon Ball Z: Sagas;PS2;2005;Fighting;380;10;0;60
Dragon Ball Z: Shin Budokai;PSP;2006;Fighting;260;80;130;70
Dragon Ball Z: Shin Budokai - Another Road;PSP;2007;Fighting;190;90;80;70
Dragon Ball Z: Shin Butouden;SAT;1995;Fighting;0;0;90;0
Dragon Ball Z: Supersonic Warriors;GBA;2004;Fighting;360;130;0;10
Dragon Ball Z: Supersonic Warriors 2;DS;2005;Fighting;140;20;320;20
Dragon Ball Z: Taiketsu;GBA;2003;Fighting;770;290;0;20
Dragon Ball Z: Tenkaichi Tag Team;PSP;2010;Fighting;110;40;90;30
Dragon Ball Z: The Legacy of Goku;GBA;2002;Role-Playing;1520;120;0;50
Dragon Ball Z: The Legacy of Goku I & II;GBA;2005;Role-Playing;50;20;0;0
Dragon Ball Z: The Legacy of Goku II;GBA;2003;Role-Playing;780;290;0;20
Dragon Ball Z: Ultimate Tenkaichi;X360;2011;Fighting;390;100;10;40
Dragon Ball Z: Ultimate Tenkaichi;PS3;2011;Fighting;270;180;90;80
Dragon Ball Z: Ultime Menace;SNES;1993;Fighting;0;0;730;0
Dragon Ball: Advanced Adventure;GBA;2004;Action;30;10;0;0
Dragon Ball: Daimaou Fukkatsu;NES;1988;Role-Playing;0;0;1250;0
Dragon Ball: Evolution;PSP;2009;Fighting;90;0;0;10
Dragon Ball: Fusions;3DS;2016;Role-Playing;0;0;170;0
Dragon Ball: Origins;DS;2008;Action;90;30;0;10
Dragon Ball: Origins (JP & incomplete US sales);DS;2008;Adventure;40;0;170;0
Dragon Ball: Origins 2;DS;2010;Action;50;20;80;10
Dragon Ball: Raging Blast;X360;2009;Fighting;360;90;20;40
Dragon Ball: Raging Blast;PS3;2009;Fighting;370;190;110;100
Dragon Ball: Raging Blast 2;X360;2010;Fighting;490;90;10;50
Dragon Ball: Raging Blast 2;PS3;2010;Fighting;420;200;110;90
Dragon Ball: Revenge of King Piccolo;Wii;2009;Action;130;30;30;20
Dragon Ball: XenoVerse;PS4;2015;Fighting;300;480;120;150
Dragon Ball: XenoVerse;PS3;2015;Fighting;150;200;140;70
Dragon Ball: XenoVerse;X360;2015;Fighting;160;80;0;20
Dragon Ball: XenoVerse;XOne;2015;Fighting;180;110;0;30
Dragon Blade: Wrath of Fire;Wii;2007;Action;170;0;0;10
Dragon Booster;DS;2005;Shooter;20;0;0;0
Dragon Force;SAT;1996;Strategy;0;0;300;0
Dragon Force II: Kamisarishi Daichi ni;SAT;1998;Strategy;0;0;80;0
Dragon Quest & Final Fantasy in Itadaki Street Portable;PSP;2006;Misc;0;0;110;0
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III;Wii;2011;Role-Playing;0;0;470;0
Dragon Quest Builders: Revive Alefgard;PSV;2016;Role-Playing;0;0;300;0
Dragon Quest Builders: Revive Alefgard;PS4;2016;Role-Playing;0;0;220;0
Dragon Quest Builders: Revive Alefgard;PS3;2016;Role-Playing;0;0;120;0
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon;PS2;2002;Role-Playing;0;0;540;0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;PS4;2016;Action;0;0;280;0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;PS3;2016;Action;0;0;130;0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;PSV;2016;Action;0;0;230;0
Dragon Quest Heroes: Rocket Slime;DS;2005;Action;130;0;310;10
Dragon Quest Heroes: The World's Tree Woe and the Blight Below;PS3;2015;Action;0;0;490;0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below;PS4;2015;Action;160;130;370;60
Dragon Quest I & II;SNES;1993;Role-Playing;0;0;1150;0
Dragon Quest III: Soshite Densetsu e...;SNES;1996;Role-Playing;0;0;1360;0
Dragon Quest IV: Chapters of the Chosen;DS;2007;Role-Playing;320;20;1270;30
Dragon Quest IV: Michibikareshi Monotachi;PS;2001;Role-Playing;0;0;1200;10
Dragon Quest IX: Sentinels of the Starry Skies;DS;2009;Role-Playing;660;690;4350;150
Dragon Quest Monsters 1·2;PS;2002;Role-Playing;0;0;300;20
Dragon Quest Monsters 2;GB;2001;Role-Playing;0;0;1560;0
Dragon Quest Monsters 2;3DS;2014;Role-Playing;0;0;790;0
Dragon Quest Monsters Joker 3;3DS;2016;Role-Playing;0;0;630;0
Dragon Quest Monsters: Battle Road Victory;Wii;2010;Strategy;0;0;320;0
Dragon Quest Monsters: Caravan Heart;GBA;2003;Role-Playing;0;0;640;20
Dragon Quest Monsters: Joker;DS;2006;Role-Playing;230;30;1490;30
Dragon Quest Monsters: Joker 2;DS;2010;Role-Playing;110;80;1240;20
Dragon Quest Monsters: Joker 2 Professional;DS;2011;Role-Playing;0;0;620;0
Dragon Quest Monsters: Terry's Wonderland 3D;3DS;2012;Role-Playing;0;0;960;0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;Wii;2007;Role-Playing;180;10;500;20
Dragon Quest V: Hand of the Heavenly Bride;DS;2008;Role-Playing;190;20;1360;20
Dragon Quest V: Tenkuu no Hanayome;PS2;2004;Role-Playing;0;0;1650;0
Dragon Quest V: Tenkuu no Hanayome;SNES;1992;Role-Playing;0;0;2780;10
Dragon Quest VI: Maboroshi no Daichi;SNES;1995;Role-Playing;0;0;3190;0
Dragon Quest VI: Realms of Revelation;DS;2010;Role-Playing;220;210;1350;30
Dragon Quest VII: Warriors of Eden;3DS;2013;Role-Playing;70;40;1300;10
Dragon Quest VII: Warriors of Eden;PS;2000;Role-Playing;200;140;4100;20
Dragon Quest VIII: Journey of the Cursed King;3DS;2015;Role-Playing;0;0;860;0
Dragon Quest VIII: Journey of the Cursed King;PS2;2004;Role-Playing;650;750;3610;200
Dragon Quest X;Wii;2012;Role-Playing;0;0;960;0
Dragon Quest X;WiiU;2013;Role-Playing;0;0;400;0
Dragon Quest X;3DS;2014;Role-Playing;0;0;170;0
Dragon Quest X: All in One Package;WiiU;2015;Role-Playing;0;0;10;0
Dragon Quest: Shounen Yangus to Fushigi no Dungeon;PS2;2006;Role-Playing;0;0;290;0
Dragon Rage;PS2;2001;Shooter;30;20;0;10
Dragon Shadow Spell;PS2;2007;Role-Playing;0;0;80;0
Dragon Slayer: The Legend of Heroes;GEN;1994;Role-Playing;0;0;80;0
Dragon Slayer: The Legend of Heroes;SNES;1992;Role-Playing;0;0;70;0
Dragon Tales: Dragon Adventures;GBA;2003;Platform;10;0;0;0
Dragon Tales: Dragon Seek;PS;2000;Platform;50;30;0;10
Dragon Tamer: Sound Spirit;DS;2007;Role-Playing;0;0;30;0
Dragon Valor;PS;1999;Role-Playing;40;30;0;0
Dragon Warrior;NES;1986;Role-Playing;490;0;520;1510
Dragon Warrior I&II;GB;1999;Role-Playing;0;0;770;0
Dragon Warrior II;NES;1987;Role-Playing;150;0;2410;0
Dragon Warrior III;NES;1988;Role-Playing;100;0;3770;0
Dragon Warrior III;GB;2000;Role-Playing;0;0;810;0
Dragon Warrior IV;NES;1990;Role-Playing;80;0;3030;10
Dragon Warrior Monsters;GB;1998;Role-Playing;0;0;2340;10
Dragon Zakura DS;DS;2007;Misc;0;0;10;0
Dragon's Crown;PS3;2013;Role-Playing;250;70;170;50
Dragon's Crown;PSV;2013;Role-Playing;160;50;120;50
Dragon's Dogma;PS3;2012;Role-Playing;410;460;720;190
Dragon's Dogma;X360;2012;Role-Playing;420;240;70;60
Dragon's Dogma Online;PS4;2015;Role-Playing;0;0;80;0
Dragon's Dogma Online;PS3;2015;Role-Playing;0;0;30;0
Dragon's Dogma Online: Season 2;PS4;2016;Action;0;0;10;0
Dragon's Lair;DS;2010;Platform;20;0;0;0
Dragon's Lair 3D: Return to the Lair;XB;2002;Platform;40;10;0;0
Dragon's Lair 3D: Return to the Lair;GC;2002;Platform;30;10;0;0
Dragon's Lair Trilogy;Wii;2010;Adventure;150;0;0;10
DragonHeart: Fire & Steel;PS;1996;Action;20;10;0;0
Dragoneer's Aria;PSP;2007;Role-Playing;20;0;50;0
Dragonfire;2600;1981;Action;350;20;0;0
Dragonseeds;PS;1998;Action;30;20;40;10
Drakan: The Ancients' Gates;PS2;2002;Adventure;130;100;0;30
Drake & Josh: Talent Showdown;DS;2007;Adventure;30;0;0;0
Drakengard;PS2;2003;Role-Playing;190;150;260;50
Drakengard 2;PS2;2005;Role-Playing;60;50;0;20
Drakengard 3;PS3;2013;Role-Playing;100;0;190;20
Drakensang: The Dark Eye;PC;2009;Role-Playing;10;0;0;0
Drama Queens;DS;2009;Misc;70;0;0;10
Dramatic Dungeon: Sakura Wars - Kimi Arugatame;DS;2008;Role-Playing;0;0;50;0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!;PS2;2002;Sports;0;0;40;0
Dramatical Murder Re:code;PSV;2014;Adventure;0;0;10;0
Drawn To Life: SpongeBob SquarePants Edition;DS;2008;Adventure;1000;360;0;130
Drawn to Life;DS;2007;Action;710;20;0;60
Drawn to Life Collection;DS;2010;Misc;140;0;0;10
Drawn to Life: The Next Chapter;DS;2009;Puzzle;450;140;0;60
Drawn to Life: The Next Chapter;Wii;2009;Puzzle;290;390;0;80
Dream C Club;PS3;2012;Simulation;0;0;20;0
Dream C Club;X360;2009;Simulation;0;0;70;0
Dream C Club Portable;PSP;2010;Simulation;0;0;60;0
Dream C Club Zero;X360;2011;Simulation;0;0;30;0
Dream C Club: GoGo;PS3;2014;Adventure;0;0;20;0
Dream Chronicles;DS;2010;Adventure;20;0;0;0
Dream Club Zero Portable;PSV;2011;Simulation;0;0;30;0
Dream Dance & Cheer;Wii;2009;Misc;60;0;0;0
Dream Day: Wedding Destinations;DS;2009;Simulation;80;0;0;10
Dream Girl Premier;3DS;2015;Misc;0;0;30;0
Dream Pinball 3D;DS;2008;Misc;30;0;0;0
Dream Pinball 3D;Wii;2008;Misc;100;30;0;10
Dream Salon;Wii;2009;Misc;50;0;0;0
Dream Salon;DS;2009;Misc;180;0;0;10
DreamWorks Super Star Kartz;3DS;2011;Racing;80;30;0;10
DreamWorks Super Star Kartz;DS;2011;Racing;90;30;0;10
DreamWorks Super Star Kartz;PS3;2011;Racing;60;30;0;20
DreamWorks Super Star Kartz;Wii;2011;Racing;100;40;0;10
DreamWorks Super Star Kartz;X360;2011;Racing;50;10;0;0
Dreamcast Collection;X360;2011;Misc;160;70;0;20
Dreamer Series: Babysitter;DS;2009;Simulation;50;0;0;0
